,Pulse Rate,Body,SpO2,EEG A1-A2,EEG C3-A2,EEG C4-A1,Effort THO,Effort ABD,Tracheal
0,0.0,0.0,0.0,0.0047760738536312295,0.0047760738536312295,0.0047760738536312295,0.0015259021896696422,0.0015259021896696422,1.5259021896696422e-05
1,0.0,3.0,0.0,-16.95983825436793,-313.00000000000006,74.12944228274965,-59.774166475928894,-46.3431754024567,-0.08836499580376898
2,0.0,3.0,0.0,39.283207446402656,-136.1706416418708,-87.87498283360041,-34.99961852445258,-43.32188906691081,-0.00019836728465705348
3,62.0,3.0,97.99999999999999,52.57979705500874,-113.3983215075914,-302.60726329442286,2.7115281910429543,6.767376211184863,0.0023346303501945525
4,62.0,3.0,97.99999999999999,69.391577019913,95.0677500572213,105.30765239948117,-10.609597924773022,-20.653086137178608,0.09501792935072861
5,62.0,3.0,97.99999999999999,-3.816083009079153,-65.40833142595564,-42.17750820172431,-24.672312504768446,-26.43930724040589,0.0001373311970702678
6,62.0,3.0,97.99999999999999,-145.79920653086143,13.912703135728966,212.90304417486837,-9.529259174486915,13.295185778591593,0.002273594262607767
7,62.0,3.0,97.89999999999999,144.12758068207825,82.53533226520177,-91.39017318989858,-0.7034409094377051,4.3961242084382395,0.0018158236057068742
8,64.0,3.0,97.6,23.999771114671518,33.1698329137102,59.610177767605066,-6.572060730907149,-14.180209048599984,0.015548943312733654
9,64.0,3.0,97.49999999999999,-3.5104142824445304,-23.37888151369501,131.59516289005873,7.032883192187381,24.373235675593193,0.003555352101930266
10,64.0,3.0,97.49999999999999,-7.3312733653773146,-8.706782635233116,-24.29588769359888,2.0157167925535973,6.511024643320363,0.0012054627298390174
11,63.0,3.0,96.99999999999999,28.89047074082548,26.903624017700434,-64.49132524605177,3.471427481498436,2.0431830319676507,0.00016784924086366064
12,64.0,3.0,96.69999999999999,-7.484107728694626,-6.7199359121080695,-52.11174181734955,4.670786602578775,2.0523384451056685,0.0015106431677729458
13,65.0,3.0,96.69999999999999,15.44104676890208,7.799328603036511,-20.780697337300715,6.529335469596399,5.421530479896239,0.0020294499122606243
14,66.0,3.0,96.89999999999999,-1.9820706492714166,9.93900968947887,27.514961470969677,9.706263828488593,14.201571679255359,0.0031586175326161594
15,65.0,3.0,96.89999999999999,19.109071488517554,19.87324330510411,11.925856412603919,5.2475776302738995,1.841763942931258,0.0019378957808804456
16,65.0,3.0,96.89999999999999,7.493659876401889,4.7426413366902835,36.53218890669105,4.148928053711757,-1.197833218890669,0.0015106431677729458
17,66.0,3.0,96.99999999999999,41.11721980621039,28.431967650873545,24.30543984130614,3.7918669413290607,0.6332494087129015,0.0023346303501945525
18,66.0,3.0,97.6,23.08276493476765,21.248752574959912,44.32674143587393,6.520180056458381,10.57602807660029,0.0030975814450293735
19,65.0,3.0,97.6,16.51088731212326,13.607034409094343,23.999771114671518,3.535515373464561,1.3015945677882048,0.001998931868467231
20,65.0,3.0,97.69999999999999,6.729488059815331,14.676874952315522,39.130373083085345,3.022812237735561,-1.0513466086823835,0.002883955138475624
21,65.0,3.0,97.6,15.44104676890208,16.51088731212326,26.445120927748498,2.5101091020065613,-0.22735942626077668,0.0005645838101777676
22,65.0,3.0,97.6,26.445120927748498,36.83785763332567,40.35304798962383,4.4785229266804,7.3441672388799875,0.0018158236057068742
